nroInscricao,nota,data,cidade,nomeEscola
3758,385.6,23/08/2013,Mauriti,DIVA DA CUNHA BARRA PRO
3832,582.6,,Anchieta,WILLIAN RODRIGUES REBUA
3882,,25/08/2013,Rio de Janeiro,ALAYDE DOMINGUES COUTO 
3883,653,26/08/2013,Sao Joao del Rei,EDGARD DE MOURA BITTENC
3933,402.3,,Sao Paulo,JOSE WILSON PADINHA PRO
3759,,28/08/2013,Mirassol,ALDEIA DE BARUERI
3760,717.7,29/08/2013,,JOSE DOMINGOS DA SILVEI
3884,443,30/08/2013,Campinas,CARLOS ALBERTO PEREIRA
3885,496.4,31/08/2013,Salvador,PORCINO RODRIGUES PROF
3886,,,,ISABEL A REDENTORA
3887,494.3,,Sao Paulo,MATILDE MARIA CREMM
3934,756,03/09/2013,,SEBASTIAO DE MORAES CAR
3714,515.2,04/09/2013,Floresta,
4038,,05/09/2013,Diadema,MARIANINHA QUEIROZ PROF
3935,,07/09/2013,Piracicaba,ODETTE DE SOUZA CARVALH
3889,592.1,08/09/2013,Carapicuiba,BRASILINA VALENTE
3890,566.7,09/09/2013,Sao Caetano do Sul,MARIA ANTONIETA MARTINS
3891,391.4,10/09/2013,Embu das Artes,SOLANO TRINDADE
3761,348.3,11/09/2013,,ELIZETE DE OLIVEIRA BER
3936,521.3,12/09/2013,Fortaleza,PAULO CHAGAS NOGUEIRA E
3762,573.2,13/09/2013,Guaratingueta,EULALIA MALTA PROFESSOR
3763,362.4,14/09/2013,Sao Jose do Rio Pr,MARIA AUXILIADORA
3981,598.9,15/09/2013,Camaqua,IRIA KUNZ IRMA
3982,691,16/09/2013,Santa Branca,OREDO RODRIGUES DA CRUZ
3764,,17/09/2013,,LAURITA ORTEGA MARI
4039,340,18/09/2013,Coronel Fabriciano,JULIETA CALDAS FERRAZ P
3351,,19/09/2013,Maringa,ANTONIO RUY CARDOSO PRO
3892,,,Belo Horizonte,ALIPIO DE OLIVEIRA E SI
3937,555.5,,Ribeirao das Neves,REYNALDO DO NASCIMENTO 
3715,822.3,22/09/2013,Vila Velha,JOAO CALY PROFESSOR
3893,530,23/09/2013,Caceres,ANTONIO INACIO MACIEL
3352,668.6,24/09/2013,Barbacena,ALMIR PEREIRA BAHIA REV
3983,,25/09/2013,Veranopolis,MARIA ANDRE SCHUNCK DON
3415,338.6,26/09/2013,Joao Pessoa,PASCHOAL CARLOS MAGNO
3833,331,27/09/2013,,ZEICY APPARECIDA NOGUEI
3765,522.9,28/09/2013,Sao Joao de Meriti,IRACEMA BELLO ORICCHIO 
3984,455.2,29/09/2013,Rio de Janeiro,JULIA DE CASTRO CARNEIR
3458,,30/09/2013,Guarulhos,CR P CONV NOVA SANT ANA
3459,356.4,01/10/2013,Santos,WANDYCK FREITAS JORNALI
3938,475.4,,,DORVALINO ABILIO TEIXEI
3584,,03/10/2013,Porto Alegre,MARIA CRISTINA LOPES
4040,577.8,04/10/2013,Anapolis,JOSE CHALUPPE
3313,,05/10/2013,,VICENTE THEMUDO LESSA P
4041,740.6,,,VALENCIO SOARES RODRIGU
3314,450.4,07/10/2013,Palmeira dos Indio,CELINA DE BARROS BAIRAO
3766,,08/10/2013,Brasilia,AMERICO VALENTIN CHRIST
3243,449,09/10/2013,Ribeirao Preto,NACIF AMIN CHALUPE
3244,,10/10/2013,Brasilia,RAUL BRIQUET DOUTOR
3939,575.7,,,CLARO CAMARGO RIBEIRO
3416,476.7,,Natal,DIMARAES ANTONIO SANDEI
3245,584.5,13/10/2013,Porto Alegre,VINICIUS DE MORAES
3246,580.3,14/10/2013,,FERNANDO NOBRE
3834,473.3,,Santa Maria,CARLOS FERREIRA DE MORA
3940,,,Alvorada,ANTONIETA DI LASCIO OZE
3516,,17/10/2013,Belo Horizonte,ORLANDO ELLERO PROFESSO
4042,591.8,18/10/2013,Itabirito,JARDIM SANTA ANGELA
4043,444.9,19/10/2013,Ananindeua,IDOMINEU ANTUNES CALDEI
3247,452.1,,Fortaleza,ZACARIAS ANTONIO DA SIL
3835,357.3,21/10/2013,Amaraji,JOSE BARRETO PROFESSOR
3716,481.6,22/10/2013,Brasilia,ODAIR PACHECO PEDROSO P
3941,398.8,23/10/2013,Rio de Janeiro,BATISTA CEPELOS
3836,576.6,,Joao Pessoa,ROQUE CELESTINO PIRES
3248,363.5,25/10/2013,Londrina,CANDIDO RONDON MARECHAL
3517,365.1,26/10/2013,Parauapebas,ANA MACIEIRA DE OLIVEIR
3518,618.2,,,PAULO SOARES DA SILVA
3717,529.3,,Sao Leopoldo,HENRIQUE SAMMARTINO ALF
3519,477.6,,,JOSE NEYDE CESAR LESSA 
3718,508.1,30/10/2013,,OSWALDO SAMMARTINO
3767,462.3,31/10/2013,,ELOI LACERDA PROF
3942,,01/11/2013,Dourado,ERNESTO THENN DE BARROS
3249,355.1,02/11/2013,Sao Luis,JOSE MARIA RODRIGUES LE
3837,,03/11/2013,,ALCYR OLIVEIRA PORCIUNC
3460,436.2,,Jaboatao dos Guara,ROSA BONFIGLIOLI
3634,465.3,05/11/2013,Virginopolis,JOSE LIBERATTI PROFESSO
3635,,06/11/2013,Sao Luis,FRANCISCA LISBOA PERALT
3461,,,Teresopolis,ANTONIO PAIVA DE SAMPAI
3719,512.3,08/11/2013,Curitiba,FANNY MONZONI SANTOS PR
1776,324.7,09/11/2013,Santa Maria de Jet,MARIA AUGUSTA SIQUEIRA 
1777,412.8,10/11/2013,Santo Antonio do D,LUIZ LUSTOSA DA SILVA P
1778,656,11/11/2013,Curitiba,JOAO BAPTISTA DE BRITO 
1779,,12/11/2013,Belo Horizonte,AURELIANO LEITE DOUTOR
1780,490.4,,,AMERICO MARCO ANTONIO D
1781,559,,,BENEDICTO CALDEIRA PROF
1782,493.7,,Buique,HELOISA DE ASSUMPCAO PR
17816,493.1,16/11/2013,Camocim,ALICE VELHO TEIXEIRA PR
17760,,17/11/2013,Ferraz de Vasconce,JULIA LOPES DE ALMEIDA
17355,,,Salvador,GLORIA AZEDIA BONETTI P
17698,,19/11/2013,Parnamirim,GRACILIANO RAMOS
17467,604.1,,Sao Joao Nepomucen,OGUIOMAR RUGGERI PROFES
17468,,21/11/2013,Fraiburgo,GUILHERME DE OLIVEIRA G
17979,,,Rio Bonito,TELMO COELHO FILHO MAJO
17880,446.1,,Brasilia,LEONARDO VILAS BOAS
17881,558.2,,Ibertioga,JOSUE BENEDICTO MENDES 
17595,,25/11/2013,Vitoria da Conquis,VICENTE PEIXOTO PROFESS
17130,547.8,,Aparecida de Goian,ANTONIO RAPOSO TAVARES
17131,363.1,,Sao Paulo,FRANCISCO CASABONA PROF
17882,490.3,28/11/2013,Imperatriz,NEWTON ESPIRITO SANTO A
16733,318.9,29/11/2013,Sao Paulo,LUCY ANNA CARROZO LATOR
17191,460.6,,Fortaleza,JOSE CELESTINO ARANHA
17883,749.9,01/12/2013,Fortaleza,FLORENTINA MARTINS SANC
17884,447.2,02/12/2013,,SEMIRAMIS PRADO DE OLIV
17924,342,03/12/2013,Sao Paulo,AUREA MOREIRA RACHOU PR
17039,454.2,04/12/2013,Sapucaia do Sul,PLINIO GONCALVES DE OLI
17642,,05/12/2013,Ribeirao Preto,DEOLINDO DE OLIVEIRA SA
17072,348.5,06/12/2013,,GABRIEL RIBEIRO DOS SAN
17885,515,,Maceio,INESP ESCOLA TECNICA
17073,,,Salvador,EVA ESPERANCA SILVA
17074,426.6,09/12/2013,Sao Paulo,ESTEVES DA SILVA DOUTOR
18033,549.7,10/12/2013,Guarulhos,WALKIR VERGANI
17925,834.6,11/12/2013,Francisco Beltrao,MARIA JOSE DA PENHA FRU
17699,357.6,12/12/2013,Colombo,EDUARDO CORREA DA COSTA
18372,797,13/12/2013,Rio de Janeiro,THOMAZ RIBEIRO DE LIMA
17926,323,14/12/2013,,ALCIDES DE CASTRO GALVA
17761,760.3,,Campinas,MAISA THEODORO DA SILVA
17817,342.7,16/12/2013,Criciuma,NAIR FERREIRA NEVES PRO
17762,,17/12/2013,Varginha,BENEDITO MIGUEL CARLOTA
16793,335,18/12/2013,Belo Horizonte,AVELINO FERREIRA
17818,404.9,19/12/2013,,ISMAEL IGLESIAS
16794,528,20/12/2013,Araraquara,HUMBERTO DE ALENCAR CAS
17596,390.3,,Messias Targino,AFONSO SCHIMIDT
17886,619.6,22/12/2013,Guariba,JACINTO DO AMARAL NARDU
17700,540.1,23/12/2013,,RENE RODRIGUES DE MORAE
17763,435.6,24/12/2013,Serra,JOSE CAVARIANI PROFESSO
17819,349.7,25/12/2013,Manaus,JAYME JOAO OLCESE
17701,317.5,26/12/2013,Belford Roxo,WALTER SCHEPPIS PROFESS
17702,396.7,,Salvador,NOSSA SENHORA DOS NAVEG
17980,626.9,28/12/2013,,THEREZA SILVEIRA DE ALM
17981,,29/12/2013,Goiania,DINIZ MARTINS PROFESSOR
16925,,30/12/2013,Brasilia,EMIDIO JOSE PINHEIRO PR
17982,404.8,,Belo Horizonte,PAULO CLEMENTE SANTINI
19565,330.8,01/01/2014,Piracicaba,RAQUEL DE CASTRO FERREI
19566,624.3,,Ribeirao Pires,PHILOMENA CARDOSO DE OL
17040,600,03/01/2014,,GALDINO MOREIRA PROFESS
18034,419.1,04/01/2014,Canoas,MARCILIO DIAS
17820,436.7,05/01/2014,Jacobina,VICENTE DE CARVALHO
18716,666.5,06/01/2014,Vitoria de Santo A,ARMANDO BELLEGARD PROFE
18145,380.1,07/01/2014,Barra do Garcas,WILLIAM AURELI
19506,371.1,08/01/2014,Luziania,JULIO CONCEICAO
19222,372.1,09/01/2014,Brasilia,LINCOLN FELICIANO
18939,591.8,10/01/2014,,ZENON CLEANTES DE MOURA
18427,,11/01/2014,,EDUARDO GOMES MARECHAL 
18428,469.6,12/01/2014,Porto Alegre,HUGO SANTOS SILVA DOUTO
18373,476.9,13/01/2014,Santa Maria,JOSE DA COSTA PROFESSOR
18883,,,,MARIA HELENA DUARTE CAE
18884,372.9,15/01/2014,,AZEVEDO JUNIOR
17075,,16/01/2014,Fortaleza,CESARIO BASTOS DR
18885,378.8,17/01/2014,Pirapetinga,SAO LEOPOLDO VISCONDE D
18886,559.4,18/01/2014,Campos Altos,ESCOLASTICA ROSA DONA E
16980,692.9,19/01/2014,Imperatriz,LUIZA MACUCO DONA
19895,367.6,20/01/2014,Sao Paulo,BENEVENUTO MADUREIRA PR
18603,,21/01/2014,,SUETONIO BITTENCOURT JU
18201,579.8,22/01/2014,,NEVES PRADO MONTEIRO
18887,563.1,23/01/2014,,FERNANDO DE AZEVEDO PRO
19335,450.5,,Mesquita,PRIMO FERREIRA PROFESSO
19393,383.4,,Sao Gotardo,CANADA
17528,589.8,26/01/2014,,BRAZ CUBAS
16504,383.5,27/01/2014,Salvador,PAULO FILGUEIRAS JUNIOR
17132,,28/01/2014,Rio Branco,LUIZ HIPOLITO PROFESSOR
18940,366.6,29/01/2014,Ananindeua,ALZIRA MARTINS LICHTI P
18090,599.9,30/01/2014,Rio de Janeiro,ANTONIO ABLAS FILHO DOU
18202,,31/01/2014,Ilhabela,BARNABE
18374,388.6,01/02/2014,Catalao,BARTOLOMEU DE GUSMAO PA
18375,390.2,,,MARQUES DE SAO VICENTE
18717,346.1,03/02/2014,Embu das Artes,FRANCISCO MEIRA PROFESS
17887,487.2,04/02/2014,Conselheiro Lafaie,SILVIA JORGE POLLASTRIN
19623,,05/02/2014,Campo Grande,EUGENIA PITTA RANGEL VE
17983,,06/02/2014,Timon,VILA MIRIM
18774,486.5,07/02/2014,,BENEDITO CALIXTO
17192,,08/02/2014,Manaus,FRANCISCO MARTINS DOS S
17643,528,09/02/2014,Guarulhos,DAGOBERTO NOGUEIRA DA F
18091,340.4,10/02/2014,,JON TEODORESCO PROFESSO
17597,392.5,11/02/2014,Vista Serrana,ABRAHAO JACOB LAFER DOU
17644,574.4,12/02/2014,Fortaleza,ALFREDO REIS VIEGAS DOU
17645,500.9,13/02/2014,Curitiba,ANTONIO MOREIRA COELHO 
16734,516.7,,Goiania,ENIO VILAS BOAS PROFESS
16795,490.2,15/02/2014,,MARIA THEREZA DA CUNHA 
17888,382.5,16/02/2014,Salvador,JOSE NIGRO PROFESSOR
19336,530.4,17/02/2014,,ZULMIRA DE ALMEIDA LAMB
16931,476.7,18/02/2014,Piracicaba,JARDIM BOPEVA
16845,520.4,19/02/2014,Riozinho,AUGUSTO PAES D AVILA RE
16846,413.9,20/02/2014,,MARTIM AFONSO
16984,616.3,21/02/2014,Teresina,LAUDELINO FERNANDES DOS
16798,596.7,,,MARIA PACHECO NOBRE PRO
16799,572.8,,Teresina,YOLANDA CONTE PROFESSOR
17041,469.1,24/02/2014,Anapolis,JOSE CESARIO PEREIRA FI
19624,,,,ARACY DA SILVA FREITAS 
17042,605.9,26/02/2014,,FRANCISCO PEREIRA DA RO
16847,589.8,,Santo Anastacio,
16848,459.8,28/02/2014,Balneario Pinhal,ARMANDO VICTORIO BEI
17080,425.8,,,LEOPOLDO JOSE DE SANT A
16849,432.1,02/03/2014,Morrinhos,REYNALDO KUNTZ BUSCH DR
17043,448.5,03/03/2014,Duque de Caxias,HERMOGENES MAJOR
17044,356.9,04/03/2014,Sao Bento do Una,HUMBERTO TURNER
16985,414.7,05/03/2014,Balsas,VIRGILIO ANTUNES PROF
16932,366.5,06/03/2014,Sao Paulo,MARIO DA SILVA PINTO DR
17045,527.3,07/03/2014,Brasilia,HORTA CORONEL
17046,510.1,08/03/2014,Sao Francisco de I,JOSE DE PAULA FRANCA PR
16800,417.8,09/03/2014,Vila Velha,MIGUEL PEREIRA
16740,570.3,,,SAO LAURINDO VISCONDE
16801,465.7,11/03/2014,Belo Horizonte,VICENTE DE PAULA ALMEID
16802,,12/03/2014,Sao Paulo,ASSENTADOS DA FAZENDA S
16803,,13/03/2014,Lauro de Freitas,OSWALDO CRUZ
16741,501.8,14/03/2014,Curitiba,JOSE SANT ANA DE CASTRO
16986,357.5,15/03/2014,Rio de Janeiro,ARNOLFO AZEVEDO DR
16804,316.2,16/03/2014,Aracaju,JOSE RODRIGUES ALVES SO
16805,389.4,17/03/2014,Carapicuiba,BARAO DA BOCAINA
17047,,,Porto Alegre,HILDEBRANDO MARTINS SOD
16806,421.1,,Cuiaba,CHAGAS PEREIRA
16807,333.4,20/03/2014,,SALGADO COMENDADOR
16933,372.3,21/03/2014,Jaboatao dos Guara,EDGARD DE SOUZA DR
16850,734.4,22/03/2014,Natal,MARIA CONCEICAO PIRES D
16851,550.2,23/03/2014,Aracuai,AMERICO ALVES
16934,613.3,24/03/2014,,CLOTILDE AYELLO ROCHA P
16987,509.2,25/03/2014,,MARIA DA CONCEICAO QUER
16852,633.7,26/03/2014,Abreu e Lima,ALFREDO DE BARROS SANTO
16808,394.7,27/03/2014,Arraias,RODRIGUES ALVES CONSELH
16988,369.7,,Goias,JOAQUIM VILELA DE OLIVE
16742,435.4,29/03/2014,Caratinga,ERNESTO QUISSAK PROF
16743,449.1,30/03/2014,,JOSE FELIX PROF
16989,737.3,31/03/2014,,
16935,407.5,,,PAULO VIRGINIO
16744,480.1,02/04/2014,Cidade Ocidental,GERALDO COSTA
17048,458.6,03/04/2014,Brasilia,CASEMIRO DA ROCHA DR
16745,498.5,,Brasilia,MURILLO DO AMARAL PROF
16937,521.1,05/04/2014,Curitiba,PAULINA CARDOSO PROFA
16936,439.6,,Macarani,JOAQUIM DE CAMPOS PROF
16746,328.5,07/04/2014,Inhapim,NILO SANTOS VIEIRA PROF
16938,481.1,08/04/2014,Campinas,ANDRE BROCA PROF
16747,422.2,09/04/2014,Salvador,CHICO PADRE
16939,493.1,,Duque de Caxias,ANTONIO DA CRUZ PAYAO P
17049,,11/04/2014,Fortaleza,ROGERIO LACAZ PROF
16809,493.3,12/04/2014,,FRANCISCO AUGUSTO DA CO
16748,461.3,,Diadema,FLAMINIO LESSA DR
16990,,14/04/2014,Salvador,GABRIEL PRESTES
16853,582.6,15/04/2014,Porto Alegre,CLIMERIO GALVAO CESAR P
16991,775,16/04/2014,Conceicao da Apare,LUIZ DE CASTRO PINTO PR
16854,,17/04/2014,Ananindeua,LEONOR GUIMARAES PROFA
16940,570,18/04/2014,,DARWIN FELIX PROF
16749,321.5,19/04/2014,,ANTONIO JOAO
16750,733.2,20/04/2014,,CARLOS LEONCIO DA SILVA
16992,692,21/04/2014,Maracanau,DOMINGOS PAULA SILVA PR
16993,,22/04/2014,,MARIA IZABEL FONTOURA
16751,445.5,,Belo Horizonte,EVANGELISTA RODRIGUES D
19896,566.7,24/04/2014,,OLIVEIRA GOMES COMENDAD
16752,428.6,25/04/2014,Maraba,JUCA PADRE
16994,412.5,,,MOREIRA LIMA CONDE DE
16753,352.9,27/04/2014,,ARNOLFO AZEVEDO
16941,483.4,28/04/2014,Caruaru,JOAQUIM FERREIRA PEDRO 
17927,,29/04/2014,Itaquaquecetuba,FRANCISCO PRUDENTE DE A
17928,340.8,30/04/2014,Pelotas,ALICE VILELA GALVAO PRO
17929,375.6,01/05/2014,,PAULO VIRGINIO
17930,447.4,02/05/2014,Salvador,REGINA POMPEIA PINTO PR
16942,,,Rio de Janeiro,FRANCISCO MARQUES DE OL
18037,431.3,,Salvador,SEVERINO MOREIRA BARBOS
18038,319.5,,,JOAO PEDRO CARDOSO DR
16943,522,06/05/2014,Maranguape,JOAO MARTINS DE ALMEIDA
17931,591.8,07/05/2014,Mariana,PEDRO SILVA PROFESSOR
17823,313.6,08/05/2014,,CLARO CESAR DEPUTADO
17824,500.8,09/05/2014,Sao Luis,
17986,750.1,,Salvador,THEODORO CORREA CINTRA 
16810,,11/05/2014,Presidente Bernard,
16811,,12/05/2014,,MARIO BULCAO GIUDICE PR
18039,363.7,,Porteiras,ALZIRA FRANCO PROFESSOR
17889,525.6,14/05/2014,Taboao da Serra,RYOITI YASSUDA
16754,383.4,,,MARIA DE LOURDES TEIXEI
16995,,16/05/2014,Paulista,EURIPEDES BRAGA PROFESS
17081,416.1,17/05/2014,Cha de Alegria,ALFREDO PUJOL DOUTOR
16755,592.2,18/05/2014,Diamantina,MARIO TAVARES DOUTOR
16756,460.8,19/05/2014,,JOAO GOMES DE ARAUJO ET
16855,401.5,20/05/2014,Pedro Velho,RODRIGO ROMEIRO DR
17598,650.3,21/05/2014,Tremembe,GABRIELLA MONTEIRO DE A
17703,850.5,22/05/2014,Duque de Caxias,JOAO JOSE DE AZEVEDO MO
17704,401.9,23/05/2014,,YOLANDA BUENO DE GODOY 
17649,661.1,24/05/2014,,AFFONSO DE CARVALHO DES
17650,708.3,,Sao Jose do Rio Pr,ALCEU MAYNARD ARAUJO PR
17825,,26/05/2014,Santo Antonio de J,EDEWALDO FREITAS GAIA S
18092,356.7,27/05/2014,Ipatinga,ZILDA ALTIMIRA SOCI PRO
17764,501,,Francisco Morato,EUNICE CORDEIRO DOS SAN
17932,502.4,29/05/2014,Timbo,SEMINARIO NOSSA SENHORA
17765,539.2,,Barueri,JOSE ESCOBAR PROFESSOR
17766,431,,Betim,MILDRE ALVARES BIAGGI P
17767,,01/06/2014,Goiania,NOSSA SENHORA APARECIDA
17768,370.6,02/06/2014,Sao Paulo,FRANCISCO DE ASSIS REYS
17933,475.8,03/06/2014,Cuiaba,MANUELA LACERDA VERGUEI
18093,,,Cabreuva,ODON CAVALCANTI PROFESS
16996,,05/06/2014,Ribeirao Preto,OSCAR THOMPSON
18040,475.2,06/06/2014,Paracatu,GOMES CARDIM PROFESSOR
17705,345,07/06/2014,Votuporanga,ALEXANDRE DE GUSMAO
17532,468.2,,Franco da Rocha,EURYDICE ZERBINI PROFES
16997,457.7,09/06/2014,Rio de Janeiro,GUALTER DA SILVA PROFES
16998,694.9,10/06/2014,Rio de Janeiro,MARIA ODILA GUIMARAES B
17826,476.2,11/06/2014,,TEOTONIO ALVES PEREIRA
16999,550.5,12/06/2014,Vespasiano,RAUL CARDOSO DE ALMEIDA
17706,376.3,13/06/2014,Manaus,REDUCINO DE OLIVEIRA LA
17707,,14/06/2014,,RAUL FONSECA
18203,456.2,15/06/2014,Campo Grande,DANDOLO FREDIANI PROFES
18204,,16/06/2014,Erebango,VALENTIM GENTIL
18041,491.8,17/06/2014,Vazante,PAULO ROSSI PROFESSOR
17987,,,Petrolandia,LAIS AMARAL VICENTE PRO
17358,399.1,19/06/2014,Salvador,LYGIA DE AZEVEDO SOUZA 
17599,,20/06/2014,Divinopolis,JULIA COLLACO FRANCA PR
17600,524.8,21/06/2014,Sao Luis,MARIA AUGUSTA DE MORAES
18205,,22/06/2014,,MARIA RIBEIRO GUIMARAES
17359,416.9,23/06/2014,Belo Horizonte,CALIXTO DE SOUZA ARANHA
17360,642.4,24/06/2014,,OS SAMARITANOS SOCIEDAD
17769,461.6,25/06/2014,Belford Roxo,HELENA LEMMI PROFESSORA
17890,462,26/06/2014,Juiz de Fora,HELOISA CARNEIRO PROFES
17601,606.3,27/06/2014,Aracatuba,PEROLA BYINGTON DONA
17602,618.4,,Tremembe,ANGELO MENDES DE ALMEID
17603,435.5,29/06/2014,Salvador,CARLOS AUGUSTO DE FREIT
18146,448.3,30/06/2014,,ERICO DE ABREU SODRE
18042,474.6,,Bom Jesus,JOAO MARIA PIRES DE AGU
17604,,,Tupa,JOAO AMOS COMENIUS
17891,,,,JULIO RIBEIRO
17361,382.9,04/07/2014,Natal,NELSON FERNANDES DEPUTA
17892,692.2,05/07/2014,,BARROSO ALMIRANTE
18043,591.2,,Salvador,ANTONIO ALCANTARA MACHA
17827,375.2,,Goiania,ANTONIO CASTELAR DE FRA
17135,470.2,08/07/2014,Varjao de Minas,BRASILIO MACHADO
17136,665.3,09/07/2014,Curitiba,DOMINGOS QUIRINO FERREI
17934,609.8,10/07/2014,Morro da Fumaca,RAUL HUMAITA VILLA NOVA
18258,,11/07/2014,,JOSE VICENTE DE AZEVEDO
18044,721.5,12/07/2014,Contagem,RUI BLOEM
17302,,,,ARTUR SABOIA
17241,467.9,14/07/2014,Sao Carlos,PEDRO VOSS PROFESSOR
18045,448.1,15/07/2014,Santo Andre,LEONOR QUADROS
16812,358.6,16/07/2014,Caraguatatuba,ISABEL PRINCESA
16813,523.4,17/07/2014,Tres Pontas,EDMEA ATTAB PROFESSORA
16814,449.4,18/07/2014,Passo Fundo,LASAR SEGALL
16815,626.2,19/07/2014,Ouro Preto,JOANNA ABRAHAO PROFESSO
16856,742.5,20/07/2014,Salvador,RENATO BRAGA PROFESSOR
16757,,21/07/2014,Sao Paulo,JOAO SILVA PROFESSOR
16816,503.2,22/07/2014,Ribeirao Grande,DULCE CARNEIRO PROFESSO
16857,442.7,,Osasco,NEYDE APPARECIDA SOLLIT
16817,393.5,24/07/2014,Feira de Santana,LUIZA MARCELINA BRANCA 
16758,,25/07/2014,,EUGENIO ZERBINI PROFESS
16818,,26/07/2014,Seabra,NIPO BRASILEIRA
16819,463.8,27/07/2014,,MARIA PETRONILA LIMEIRA
16944,,,Rio de Janeiro,DAVINA AGUIAR DIAS PROF
17082,,29/07/2014,Lajedao,BEATRIZ DE QUADROS LEME
18487,525.4,02/07/2015,Rio de Janeiro,QUEIROZ FILHO PROFESSOR
18488,377.3,03/07/2015,Rio Branco,LUIZ NARCISO GOMES DOUT
17872,647.8,04/07/2015,Alianca,JULIA COLOMBO DE ALMEID
17296,373.3,05/07/2015,Bodoco,ASDRUBAL DA CUNHA GENER
17922,367.3,,Sao Paulo,MARIA JOSE DE OLIVEIRA 
17873,,07/07/2015,Salvador,WALDEMAR FERREIRA PROFE
17526,472.5,,,NOSSA SENHORA DE LORETO
17297,424.6,09/07/2015,Manaus,PIRASSUNUNGA
17874,,10/07/2015,Goiania,FRANCO CORONEL
17696,512.7,,Fortaleza,
17187,546.8,12/07/2015,Belo Horizonte,ELOI CHAVES
17188,,13/07/2015,Brasilia,MARIA JOAQUINA DE ARRUD
18032,416.9,14/07/2015,Passos,LAURO BARREIRA
17811,476.9,15/07/2015,,NEWTON PRADO
17189,,16/07/2015,Joao Pessoa,DJALMA FORJAZ DOUTOR
17812,,,,CAROLINA AUGUSTA SERAPH
17813,481.2,18/07/2015,,MONSENHOR MARTINS
16732,491.8,19/07/2015,Nova Iguacu,JOAQUIM SALLES CORONEL
19621,468.1,20/07/2015,Sao Jose dos Pinha,ANTONIO SEBASTIAO DA SI
19622,429.6,,Curitiba,DJILIAH CAMARGO DE SOUZ
17588,413.7,22/07/2015,Rio de Janeiro,DIVA MARQUES GOUVEA PRO
17589,543.7,23/07/2015,,JOAQUIM RIBEIRO
17697,560,24/07/2015,Itabela,JOSE FERNANDES PROFESSO
17977,437.2,25/07/2015,Sao Paulo,PEDRO RAPHAEL DA ROCHA
17590,,26/07/2015,Maurilandia,ANTONIO LUCIANO DA FONS
17591,,27/07/2015,Uberlandia,JANIO QUADROS GOVERNADO
17354,525.7,28/07/2015,Recife,MARCELLO SCHMIDT
16616,460.5,29/07/2015,,MARCELO DE MESQUITA PRO
17875,411.6,,Montes Claros,JOAQUIM DE TOLEDO CAMAR
17923,672,31/07/2015,Caratinga,MARCIANO DE TOLEDO PIZA
17978,,01/08/2015,Salvador,JOAO BATISTA LEME PROFE
17876,332.4,,Cabo de Santo Agos,LAZARO FRANCO DE MORAES
17755,657.4,,Teresina,MICHEL ANTONIO ALEM PRO
17756,428.4,,,ODILON CORREA PROFESSOR
17757,636.9,05/08/2015,Jaboatao dos Guara,RAUL FERNANDES CHANCELE
16448,,06/08/2015,Ribeirao das Neves,JOSE LEVY CORONEL
17877,764.7,,,JAMIL ABRAHAO SAAD
17190,,08/08/2015,Resende,BARAO DE PIRACICABA
17527,404.6,09/08/2015,,DINAH LUCIA BALESTRERO 
17814,660.9,,Rio de Janeiro,ARMANDO BAYEUX DA SILVA
17878,679.7,11/08/2015,Botelhos,MARCELINO BRAGA CEL
17758,,,Brasilia,DINORA MARCONDES GOMES 
17815,436.8,13/08/2015,Goiania,ANNA DE OLIVEIRA FERRAZ
17759,338.6,14/08/2015,Araguaina,BENTO DE ABREU
17298,375.6,15/08/2015,Belo Horizonte,BENTO DE ABREU
16449,,16/08/2015,Salvador,PEDRO MORGANTI COMENDAD
17592,,,,ANTONIA EUGENIA MARTINS
17638,562.7,18/08/2015,Maracanau,GERALDO HONORATO AZZI S
16839,591.3,19/08/2015,Sao Paulo,GAVIAO PEIXOTO CONSELHE
16840,460.7,,Sao Paulo,LUZIA DE ABREU PROFA
17639,495.8,21/08/2015,Itaborai,ALFREDO EVANGELISTA NOG
17593,409.2,22/08/2015,Sumare,NARCISO DA SILVA CESAR
17640,504,23/08/2015,Tres Rios,JOAO PIRES DE CAMARGO D
17641,525.1,24/08/2015,Uberlandia,AUGUSTO DA SILVA CESAR 
17594,564.6,25/08/2015,,FLORESTANO LIBUTTI
17879,593.9,,,VICTOR LACORTE PROF
3749,,27/08/2015,Salvador,DORIVAL ALVES
3873,319.5,28/08/2015,Itabira,PRINCIPE DA PAZ ESCOLA 
3975,461,29/08/2015,,ANTONIO JOAQUIM DE CARV
3917,680.8,30/08/2015,,FERNANDO BRASIL PROF
3874,422.3,31/08/2015,Sao Jose dos Campo,PEDRO JOSE NETO
3814,357.4,01/09/2015,Rio de Janeiro,JOAO MANOEL DO AMARAL
3701,,02/09/2015,,FRANCISCO PEDRO MONTEIR
3451,385.9,03/09/2015,Marechal Candido R,ABDALLA MIGUEL
3408,436.3,04/09/2015,Brasilia,LETICIA DE GODOY BUENO 
3452,572.7,05/09/2015,Sao Paulo,ADOLPHO THOMAS DE AQUIN
3453,657.9,06/09/2015,Jaboatao dos Guara,LEA DE FREITAS MONTEIRO
3238,449.4,07/09/2015,,ANTONIO LOURENCO CORREA
3239,,08/09/2015,Vitor Meireles,JOAO BATISTA DE OLIVEIR
3293,503,,,BENEDITO PEREIRA CARDOS
